ds;y
11/11/2017;34
12/11/2017;5
14/11/2017;7
15/11/2017;15
16/11/2017;13
17/11/2017;31
18/11/2017;35
19/11/2017;11
21/11/2017;13
22/11/2017;17
23/11/2017;9
24/11/2017;21
25/11/2017;33
26/11/2017;14
28/11/2017;15
29/11/2017;17
30/11/2017;18
01/12/2017;35
02/12/2017;23
03/12/2017;9
05/12/2017;14
06/12/2017;8
07/12/2017;29
09/12/2017;27
10/12/2017;10
12/12/2017;12
13/12/2017;8
14/12/2017;13
15/12/2017;25
16/12/2017;23
17/12/2017;17
19/12/2017;11
20/12/2017;17
21/12/2017;11
22/12/2017;29
23/12/2017;27
24/12/2017;35
27/12/2017;26
28/12/2017;22
29/12/2017;35
30/12/2017;20
31/12/2017;127
02/01/2018;13
03/01/2018;17
04/01/2018;25
05/01/2018;39
07/01/2018;10
09/01/2018;19
10/01/2018;10
11/01/2018;12
12/01/2018;25
13/01/2018;28
14/01/2018;14
16/01/2018;17
17/01/2018;23
18/01/2018;13
19/01/2018;28
20/01/2018;26
21/01/2018;13
23/01/2018;23
24/01/2018;10
25/01/2018;12
26/01/2018;32
27/01/2018;30
28/01/2018;11
30/01/2018;10
31/01/2018;18
01/02/2018;21
02/02/2018;31
03/02/2018;33
04/02/2018;17
06/02/2018;18
07/02/2018;24
08/02/2018;17
09/02/2018;35
10/02/2018;34
11/02/2018;18
13/02/2018;31
15/02/2018;23
16/02/2018;32
17/02/2018;34
18/02/2018;12
20/02/2018;13
21/02/2018;16
22/02/2018;15
23/02/2018;25
24/02/2018;35
25/02/2018;20
27/02/2018;22
28/02/2018;15
01/03/2018;16
02/03/2018;33
03/03/2018;38
04/03/2018;23
06/03/2018;24
07/03/2018;22
08/03/2018;24
09/03/2018;29
10/03/2018;29
11/03/2018;25
13/03/2018;21
14/03/2018;10
15/03/2018;13
16/03/2018;32
17/03/2018;34
18/03/2018;13
20/03/2018;10
21/03/2018;11
22/03/2018;18
23/03/2018;39
24/03/2018;37
25/03/2018;10
27/03/2018;18
28/03/2018;12
29/03/2018;19
30/03/2018;31
31/03/2018;40
03/04/2018;22
04/04/2018;20
05/04/2018;13
06/04/2018;27
07/04/2018;37
08/04/2018;13
10/04/2018;19
11/04/2018;24
12/04/2018;21
13/04/2018;32
14/04/2018;32
15/04/2018;22
17/04/2018;23
18/04/2018;25
19/04/2018;13
20/04/2018;28
21/04/2018;35
22/04/2018;13
24/04/2018;34
26/04/2018;19
27/04/2018;33
28/04/2018;28
29/04/2018;14
02/05/2018;11
03/05/2018;12
04/05/2018;33
05/05/2018;31
06/05/2018;21
08/05/2018;17
09/05/2018;23
10/05/2018;18
11/05/2018;25
12/05/2018;29
13/05/2018;20
15/05/2018;17
16/05/2018;13
17/05/2018;22
18/05/2018;31
19/05/2018;25
20/05/2018;11
22/05/2018;13
23/05/2018;23
24/05/2018;22
25/05/2018;40
26/05/2018;34
27/05/2018;25
29/05/2018;18
30/05/2018;16
31/05/2018;24
01/06/2018;26
03/06/2018;14
05/06/2018;22
06/06/2018;14
07/06/2018;17
08/06/2018;27
09/06/2018;27
10/06/2018;18
12/06/2018;21
13/06/2018;19
14/06/2018;17
15/06/2018;28
16/06/2018;32
17/06/2018;25
19/06/2018;19
20/06/2018;17
21/06/2018;21
22/06/2018;33
23/06/2018;29
24/06/2018;21
26/06/2018;23
27/06/2018;23
28/06/2018;18
29/06/2018;25
30/06/2018;25
01/07/2018;22
03/07/2018;16
04/07/2018;18
05/07/2018;22
06/07/2018;25
07/07/2018;29
08/07/2018;23
10/07/2018;20
11/07/2018;17
12/07/2018;24
13/07/2018;30
14/07/2018;37
15/07/2018;17
17/07/2018;24
18/07/2018;25
19/07/2018;17
20/07/2018;40
21/07/2018;23
22/07/2018;24
24/07/2018;22
25/07/2018;24
26/07/2018;24
27/07/2018;37
28/07/2018;36
29/07/2018;19
31/07/2018;25
01/08/2018;25
02/08/2018;17
03/08/2018;36
04/08/2018;36
05/08/2018;22
07/08/2018;21
08/08/2018;22
09/08/2018;22
10/08/2018;39
11/08/2018;30
12/08/2018;15
14/08/2018;21
16/08/2018;24
17/08/2018;26
18/08/2018;38
19/08/2018;19
21/08/2018;23
22/08/2018;18
23/08/2018;22
24/08/2018;31
25/08/2018;39
26/08/2018;25
28/08/2018;19
29/08/2018;22
30/08/2018;18
31/08/2018;28
01/09/2018;39
02/09/2018;21
04/09/2018;18
05/09/2018;11
06/09/2018;14
07/09/2018;28
08/09/2018;33
09/09/2018;25
11/09/2018;12
12/09/2018;10
13/09/2018;22
14/09/2018;26
15/09/2018;27
16/09/2018;25
18/09/2018;23
19/09/2018;12
20/09/2018;15
21/09/2018;38
22/09/2018;36
23/09/2018;11
25/09/2018;22
26/09/2018;23
27/09/2018;24
28/09/2018;38
29/09/2018;34
30/09/2018;15
02/10/2018;24
03/10/2018;16
04/10/2018;19
05/10/2018;38
06/10/2018;38
07/10/2018;11
09/10/2018;24
10/10/2018;12
11/10/2018;10
12/10/2018;36
13/10/2018;39
14/10/2018;17
16/10/2018;19
17/10/2018;21
18/10/2018;23
19/10/2018;30
20/10/2018;39
21/10/2018;17
23/10/2018;14
24/10/2018;15
25/10/2018;23
26/10/2018;25
27/10/2018;27
28/10/2018;24
30/10/2018;17
31/10/2018;40
02/11/2018;28
03/11/2018;25
04/11/2018;24
06/11/2018;19
07/11/2018;22
08/11/2018;20
09/11/2018;35
10/11/2018;26
11/11/2018;21
13/11/2018;20
14/11/2018;18
15/11/2018;13
16/11/2018;33
17/11/2018;28
18/11/2018;11
20/11/2018;18
21/11/2018;15
22/11/2018;11
23/11/2018;27
24/11/2018;40
25/11/2018;17
27/11/2018;13
28/11/2018;12
29/11/2018;24
30/11/2018;35
01/12/2018;28
02/12/2018;17
04/12/2018;17
05/12/2018;25
06/12/2018;19
07/12/2018;28
09/12/2018;11
11/12/2018;23
12/12/2018;24
13/12/2018;22
14/12/2018;36
15/12/2018;26
16/12/2018;24
18/12/2018;21
19/12/2018;17
20/12/2018;16
21/12/2018;35
22/12/2018;36
23/12/2018;22
27/12/2018;31
28/12/2018;27
29/12/2018;31
30/12/2018;23
31/12/2018;224
02/01/2019;15
03/01/2019;17
04/01/2019;43
05/01/2019;37
08/01/2019;15
09/01/2019;28
10/01/2019;19
11/01/2019;45
12/01/2019;45
13/01/2019;24
14/01/2019;24
16/01/2019;15
17/01/2019;24
18/01/2019;41
19/01/2019;40
20/01/2019;23
22/01/2019;27
23/01/2019;19
24/01/2019;25
25/01/2019;37
26/01/2019;42
27/01/2019;28
29/01/2019;26
30/01/2019;15
31/01/2019;24
01/02/2019;35
02/02/2019;34
03/02/2019;18
05/02/2019;17
06/02/2019;21
07/02/2019;21
08/02/2019;39
09/02/2019;30
10/02/2019;29
12/02/2019;21
13/02/2019;37
15/02/2019;30
16/02/2019;40
17/02/2019;29
19/02/2019;26
20/02/2019;18
21/02/2019;17
22/02/2019;34
23/02/2019;30
24/02/2019;19
26/02/2019;25
27/02/2019;25
28/02/2019;22
01/03/2019;35
02/03/2019;40
03/03/2019;26
05/03/2019;16
06/03/2019;23
07/03/2019;30
08/03/2019;41
09/03/2019;43
10/03/2019;20
12/03/2019;27
13/03/2019;16
14/03/2019;24
15/03/2019;44
16/03/2019;31
17/03/2019;19
19/03/2019;28
20/03/2019;26
21/03/2019;24
22/03/2019;30
23/03/2019;35
24/03/2019;29
26/03/2019;27
27/03/2019;22
28/03/2019;18
29/03/2019;35
30/03/2019;38
31/03/2019;20
02/04/2019;18
03/04/2019;28
04/04/2019;30
05/04/2019;37
06/04/2019;30
07/04/2019;21
09/04/2019;26
10/04/2019;15
11/04/2019;29
12/04/2019;33
13/04/2019;31
14/04/2019;18
16/04/2019;19
17/04/2019;18
18/04/2019;15
19/04/2019;32
20/04/2019;35
23/04/2019;24
24/04/2019;31
26/04/2019;37
27/04/2019;30
28/04/2019;24
30/04/2019;30
02/05/2019;24
03/05/2019;45
04/05/2019;41
05/05/2019;22
07/05/2019;18
08/05/2019;15
09/05/2019;20
10/05/2019;33
11/05/2019;30
12/05/2019;28
14/05/2019;24
15/05/2019;26
16/05/2019;25
17/05/2019;44
18/05/2019;38
19/05/2019;29
21/05/2019;26
22/05/2019;20
23/05/2019;24
24/05/2019;30
25/05/2019;36
26/05/2019;23
28/05/2019;22
29/05/2019;25
30/05/2019;30
31/05/2019;31
01/06/2019;40
04/06/2019;22
05/06/2019;28
06/06/2019;22
07/06/2019;31
08/06/2019;31
09/06/2019;16
11/06/2019;30
12/06/2019;30
13/06/2019;26
14/06/2019;35
15/06/2019;31
16/06/2019;20
18/06/2019;25
19/06/2019;24
20/06/2019;28
21/06/2019;36
22/06/2019;32
23/06/2019;24
25/06/2019;27
26/06/2019;25
27/06/2019;26
28/06/2019;35
29/06/2019;32
30/06/2019;21
02/07/2019;22
03/07/2019;25
04/07/2019;22
05/07/2019;39
06/07/2019;40
07/07/2019;22
09/07/2019;21
10/07/2019;21
11/07/2019;24
12/07/2019;37
13/07/2019;30
14/07/2019;21
16/07/2019;23
17/07/2019;22
18/07/2019;26
19/07/2019;41
20/07/2019;32
21/07/2019;20
23/07/2019;24
24/07/2019;29
25/07/2019;23
26/07/2019;34
27/07/2019;36
28/07/2019;25
30/07/2019;26
31/07/2019;27
01/08/2019;25
02/08/2019;36
03/08/2019;37
04/08/2019;24
06/08/2019;22
07/08/2019;23
08/08/2019;29
09/08/2019;35
10/08/2019;40
11/08/2019;24
13/08/2019;23
14/08/2019;30
16/08/2019;31
17/08/2019;33
18/08/2019;28
20/08/2019;24
21/08/2019;26
22/08/2019;23
23/08/2019;36
24/08/2019;31
25/08/2019;26
27/08/2019;26
28/08/2019;27
29/08/2019;29
30/08/2019;42
31/08/2019;38
01/09/2019;29
03/09/2019;29
04/09/2019;29
05/09/2019;17
06/09/2019;39
07/09/2019;36
08/09/2019;21
10/09/2019;15
11/09/2019;15
12/09/2019;15
13/09/2019;30
14/09/2019;38
15/09/2019;24
17/09/2019;20
18/09/2019;25
19/09/2019;26
20/09/2019;36
21/09/2019;43
22/09/2019;24
24/09/2019;25
25/09/2019;23
26/09/2019;19
27/09/2019;32
28/09/2019;32
29/09/2019;19
01/10/2019;27
02/10/2019;22
03/10/2019;20
04/10/2019;43
05/10/2019;43
06/10/2019;24
08/10/2019;30
09/10/2019;27
10/10/2019;30
11/10/2019;41
12/10/2019;45
13/10/2019;26
15/10/2019;20
16/10/2019;27
17/10/2019;17
18/10/2019;32
19/10/2019;33
20/10/2019;17
22/10/2019;20
23/10/2019;23
24/10/2019;26
25/10/2019;37
26/10/2019;43
27/10/2019;16
29/10/2019;20
30/10/2019;24
31/10/2019;33
02/11/2019;35
03/11/2019;21
05/11/2019;19
06/11/2019;30
07/11/2019;29
08/11/2019;31
09/11/2019;36
10/11/2019;30
12/11/2019;23
13/11/2019;28
14/11/2019;23
15/11/2019;31
16/11/2019;45
17/11/2019;25
19/11/2019;23
20/11/2019;23
21/11/2019;29
22/11/2019;37
23/11/2019;37
24/11/2019;25
26/11/2019;15
27/11/2019;25
28/11/2019;23
29/11/2019;39
30/11/2019;34
01/12/2019;29
03/12/2019;20
04/12/2019;23
05/12/2019;23
06/12/2019;31
07/12/2019;40
10/12/2019;23
11/12/2019;26
12/12/2019;19
13/12/2019;30
14/12/2019;41
15/12/2019;22
17/12/2019;24
18/12/2019;19
19/12/2019;26
20/12/2019;45
21/12/2019;30
22/12/2019;29
24/12/2019;30
27/12/2019;38
28/12/2019;30
29/12/2019;39
31/12/2019;244
02/01/2020;37
03/01/2020;42
04/01/2020;31
05/01/2020;29
07/01/2020;35
08/01/2020;33
09/01/2020;31
10/01/2020;41
11/01/2020;42
12/01/2020;28
14/01/2020;32
15/01/2020;24
16/01/2020;20
17/01/2020;35
18/01/2020;49
19/01/2020;25
21/01/2020;33
22/01/2020;34
23/01/2020;30
24/01/2020;44
25/01/2020;39
26/01/2020;30
28/01/2020;29
29/01/2020;20
30/01/2020;24
31/01/2020;41
01/02/2020;41
02/02/2020;26
04/02/2020;27
05/02/2020;24
06/02/2020;32
07/02/2020;49
08/02/2020;35
09/02/2020;24
11/02/2020;21
12/02/2020;27
13/02/2020;39
15/02/2020;35
16/02/2020;30
18/02/2020;32
19/02/2020;32
20/02/2020;28
21/02/2020;43
22/02/2020;41
23/02/2020;22
25/02/2020;29
26/02/2020;32
27/02/2020;30
28/02/2020;40
29/02/2020;49
01/03/2020;22
03/03/2020;24
04/03/2020;35
05/03/2020;23
06/03/2020;50
07/03/2020;45
08/03/2020;33
10/03/2020;35
11/03/2020;20
12/03/2020;35
13/03/2020;46
14/03/2020;42
15/03/2020;31
17/03/2020;27
18/03/2020;30
19/03/2020;28
20/03/2020;45
21/03/2020;45
22/03/2020;23
24/03/2020;26
25/03/2020;27
26/03/2020;28
27/03/2020;41
28/03/2020;37
29/03/2020;31
31/03/2020;35
01/04/2020;22
02/04/2020;31
03/04/2020;40
04/04/2020;48
05/04/2020;20
07/04/2020;27
08/04/2020;32
09/04/2020;23
10/04/2020;41
11/04/2020;42
14/04/2020;24
15/04/2020;24
16/04/2020;34
17/04/2020;47
18/04/2020;41
19/04/2020;30
21/04/2020;30
22/04/2020;20
23/04/2020;28
24/04/2020;37
26/04/2020;27
28/04/2020;35
29/04/2020;25
30/04/2020;38
02/05/2020;43
03/05/2020;32
05/05/2020;24
06/05/2020;25
07/05/2020;26
08/05/2020;41
09/05/2020;45
10/05/2020;30
12/05/2020;26
13/05/2020;27
14/05/2020;28
15/05/2020;44
16/05/2020;43
17/05/2020;22
19/05/2020;34
20/05/2020;30
21/05/2020;35
22/05/2020;37
23/05/2020;50
24/05/2020;28
26/05/2020;23
27/05/2020;29
28/05/2020;32
29/05/2020;47
30/05/2020;45
31/05/2020;47
02/06/2020;28
03/06/2020;30
04/06/2020;31
05/06/2020;37
06/06/2020;50
07/06/2020;30
09/06/2020;29
10/06/2020;25
11/06/2020;29
12/06/2020;35
13/06/2020;36
14/06/2020;29
16/06/2020;30
17/06/2020;34
18/06/2020;25
19/06/2020;36
20/06/2020;38
21/06/2020;28
23/06/2020;28
24/06/2020;35
25/06/2020;28
26/06/2020;44
27/06/2020;35
28/06/2020;31
30/06/2020;34
01/07/2020;33
02/07/2020;33
03/07/2020;50
04/07/2020;35
05/07/2020;33
07/07/2020;30
08/07/2020;31
09/07/2020;30
10/07/2020;38
11/07/2020;48
12/07/2020;26
14/07/2020;26
15/07/2020;31
16/07/2020;26
17/07/2020;47
18/07/2020;39
19/07/2020;30
21/07/2020;27
22/07/2020;26
23/07/2020;32
24/07/2020;38
25/07/2020;46
26/07/2020;28
28/07/2020;29
29/07/2020;26
30/07/2020;28
31/07/2020;35
01/08/2020;47
02/08/2020;31
04/08/2020;28
05/08/2020;29
06/08/2020;30
07/08/2020;50
08/08/2020;37
09/08/2020;29
11/08/2020;31
12/08/2020;28
13/08/2020;31
14/08/2020;49
15/08/2020;41
16/08/2020;25
18/08/2020;27
19/08/2020;25
20/08/2020;34
21/08/2020;38
22/08/2020;37
23/08/2020;27
25/08/2020;29
26/08/2020;30
27/08/2020;35
28/08/2020;44
29/08/2020;45
30/08/2020;30
01/09/2020;25
02/09/2020;32
03/09/2020;31
04/09/2020;46
05/09/2020;35
06/09/2020;34
08/09/2020;31
09/09/2020;25
10/09/2020;35
11/09/2020;44
12/09/2020;43
13/09/2020;29
15/09/2020;27
16/09/2020;35
17/09/2020;24
18/09/2020;47
19/09/2020;44
20/09/2020;29
22/09/2020;35
23/09/2020;25
24/09/2020;26
25/09/2020;45
26/09/2020;41
27/09/2020;24
29/09/2020;21
30/09/2020;24
01/10/2020;26
02/10/2020;46
03/10/2020;40
04/10/2020;30
06/10/2020;33
07/10/2020;34
08/10/2020;31
09/10/2020;49
10/10/2020;44
11/10/2020;24
13/10/2020;30
14/10/2020;20
15/10/2020;22
16/10/2020;39
17/10/2020;48
18/10/2020;20
20/10/2020;25
21/10/2020;29
22/10/2020;29
23/10/2020;43
24/10/2020;47
25/10/2020;29
27/10/2020;29
28/10/2020;34
29/10/2020;23
30/10/2020;45
31/10/2020;43
03/11/2020;30
04/11/2020;30
05/11/2020;25
06/11/2020;39
07/11/2020;44
08/11/2020;33
10/11/2020;26
11/11/2020;21
12/11/2020;34
13/11/2020;36
14/11/2020;47
15/11/2020;26
17/11/2020;29
18/11/2020;26
19/11/2020;24
20/11/2020;45
21/11/2020;35
22/11/2020;27
24/11/2020;22
25/11/2020;28
26/11/2020;25
27/11/2020;46
28/11/2020;41
29/11/2020;27
01/12/2020;21
02/12/2020;22
03/12/2020;21
04/12/2020;36
05/12/2020;37
06/12/2020;26
09/12/2020;20
10/12/2020;31
11/12/2020;39
12/12/2020;35
13/12/2020;27
15/12/2020;27
16/12/2020;35
17/12/2020;22
18/12/2020;47
19/12/2020;42
20/12/2020;26
22/12/2020;26
23/12/2020;20
24/12/2020;37
27/12/2020;44
29/12/2020;35
30/12/2020;49
31/12/2020;226
